17.10.2024;1;Andreas;0;3;-1;3;8;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;
17.10.2024;1;Andreas;0;5;-1;1;-1;12;-1;-1;18;-1;-1;-1;-1;-1;-1;30;-1;-1;-1;-1;-1;-1;
18.10.2024;1;Test;0;13;-1;2;4;9;8;10;12;45;0;45;14;11;25;-1;0;0;16;-1;45;-1;
18.10.2024;6;Klaus;Bernd;Theo;Maik;Ich;Horst;5;5;-1;2;4;-1;-1;10;18;-1;-1;-1;-1;-1;-1;-1;-1;50;-1;-1;-1;-1;-1;-1;-1;9;-1;-1;-1;-1;-1;-1;-1;-1;25;30;40;-1;26;-1;-1;-1;-1;0;8;-1;16;-1;-1;-1;-1;-1;-1;26;-1;-1;-1;-1;22;-1;-1;-1;-1;3;-1;12;-1;15;-1;-1;-1;-1;-1;-1;25;30;-1;-1;-1;-1;-1;-1;-1;4;6;-1;-1;20;-1;-1;-1;-1;-1;8;-1;30;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;16;-1;-1;-1;-1;-1;13;-1;25;-1;40;-1;-1;-1;-1;-1;
07.01.2025;1;hbwhdbvibcw;0;2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;25;-1;-1;-1;-1;-1;-1;-1;
28.01.2025;2;Andreas;Dome;0;8;-1;-1;-1;9;12;15;-1;-1;-1;-1;-1;23;-1;30;40;-1;21;-1;-1;-1;-1;-1;-1;6;8;-1;18;-1;-1;-1;27;0;-1;30;-1;-1;22;-1;-1;-1;
